YEAR,MONTH,DATE,HOUR,MINUTES,SECONDS,NUMBER
2019,7,25,14,37,17,1
2019,7,25,14,37,18,1
2019,7,25,14,37,19,1
2019,7,25,14,37,20,1
2019,7,25,14,37,21,1
2019,7,25,14,37,22,1
2019,7,25,14,37,23,1
2019,7,25,14,37,24,1
2019,7,25,14,37,25,1
2019,7,25,14,37,26,1
2019,7,25,14,37,27,1
2019,7,25,14,37,28,1
2019,7,25,14,37,29,1
2019,7,25,14,37,30,1
2019,7,25,14,37,31,1
2019,7,25,14,37,32,1
2019,7,25,14,37,33,1
2019,7,25,14,37,34,1
2019,7,25,14,37,35,1
2019,7,25,14,37,36,1
2019,7,25,14,37,37,1
2019,7,25,14,37,38,1
2019,7,25,14,37,39,1
2019,7,25,14,37,40,1
2019,7,25,14,37,41,1
2019,7,25,14,37,42,1
2019,7,25,14,37,43,1
2019,7,25,14,37,44,1
2019,7,25,14,37,45,1
2019,7,25,14,37,46,1
2019,7,25,14,37,47,1
2019,7,25,14,37,48,1
2019,7,25,14,37,49,1
2019,7,25,14,37,50,1
2019,7,25,14,37,51,1
2019,7,25,14,37,52,1
2019,7,25,14,37,53,1
2019,7,25,14,37,54,1
2019,7,25,14,37,55,1
2019,7,25,14,37,56,1
2019,7,25,14,37,57,1
2019,7,25,14,37,58,1
2019,7,25,14,37,59,0
2019,7,25,14,38,0,0
2019,7,25,14,38,1,0
2019,7,25,14,38,2,0
2019,7,25,14,38,3,0
2019,7,25,14,38,4,0
2019,7,25,14,38,5,0
2019,7,25,14,38,6,0
2019,7,25,14,38,7,0
2019,7,25,14,38,8,0
2019,7,25,14,38,9,0
2019,7,25,14,38,10,0
2019,7,25,14,38,11,0
2019,7,25,14,38,12,0
2019,7,25,14,38,13,0
2019,7,25,14,38,14,0
2019,7,25,14,38,15,0
2019,7,25,14,38,16,0
2019,7,25,14,38,17,0
2019,7,25,14,38,18,0
2019,7,25,14,38,19,0
2019,7,25,14,38,19,0
2019,7,25,14,38,21,0
2019,7,25,14,38,21,0
2019,7,25,14,38,22,0
2019,7,25,14,38,23,0
2019,7,25,14,38,24,0
2019,7,25,14,38,25,0
2019,7,25,14,38,26,0
2019,7,25,14,38,27,0
2019,7,25,14,38,28,0
2019,7,25,14,38,29,0
2019,7,25,14,38,30,0
2019,7,25,14,38,31,0
2019,7,25,14,38,32,0
2019,7,25,14,38,33,0
2019,7,25,14,38,34,0
2019,7,25,14,38,35,0
2019,7,25,14,38,36,0
2019,7,25,14,38,37,0
2019,7,25,14,38,38,0
2019,7,25,14,38,39,0
2019,7,25,14,38,40,0
2019,7,25,14,38,41,0
2019,7,25,14,38,42,0
2019,7,25,14,38,43,0
2019,7,25,14,38,44,0
2019,7,25,14,38,46,0
2019,7,25,14,38,47,0
2019,7,25,14,38,48,0
2019,7,25,14,38,49,0
2019,7,25,14,38,50,0
2019,7,25,14,38,51,0
2019,7,25,14,38,52,0
2019,7,25,14,38,53,0
2019,7,25,14,38,54,0
2019,7,25,14,38,55,0
2019,7,25,14,38,56,0
2019,7,25,14,38,57,0
2019,7,25,14,38,57,0
2019,7,25,14,38,58,0
2019,7,25,14,38,59,0
2019,7,25,14,39,0,0
2019,7,25,14,39,1,0
2019,7,25,14,39,2,0
2019,7,25,14,39,3,0
2019,7,25,14,39,4,0
2019,7,25,14,39,5,0
2019,7,25,14,39,6,0
2019,7,25,14,39,7,0
2019,7,25,14,39,8,0
2019,7,25,14,39,9,0
2019,7,25,14,39,10,0
2019,7,25,14,39,11,0
2019,7,25,14,39,12,0
2019,7,25,14,39,13,0
2019,7,25,14,39,14,0
2019,7,25,14,39,15,0
2019,7,25,14,39,16,0
2019,7,25,14,39,17,0
2019,7,25,14,39,18,0
2019,7,25,14,39,19,0
2019,7,25,14,39,20,0
2019,7,25,14,39,21,0
2019,7,25,14,39,22,0
2019,7,25,14,39,23,0
2019,7,25,14,39,24,0
2019,7,25,14,39,25,0
2019,7,25,14,39,26,0
2019,7,25,14,39,27,0
2019,7,25,14,39,29,0
2019,7,25,14,39,30,0
2019,7,25,14,39,31,0
2019,7,25,14,39,32,0
2019,7,25,14,39,33,0
2019,7,25,14,39,34,0
2019,7,25,14,39,35,0
2019,7,25,14,39,36,0
2019,7,25,14,39,37,0
2019,7,25,14,39,38,0
2019,7,25,14,39,39,0
2019,7,25,14,39,40,0
2019,7,25,14,39,42,0
2019,7,25,14,39,43,0
2019,7,25,14,39,44,0
2019,7,25,14,39,45,0
2019,7,25,14,39,46,0
2019,7,25,14,39,47,0
2019,7,25,14,39,48,0
2019,7,25,14,39,49,0
2019,7,25,14,39,51,0
2019,7,25,14,39,52,0
2019,7,25,14,39,53,0
2019,7,25,14,39,54,0
2019,7,25,14,39,55,0
2019,7,25,14,39,56,0
2019,7,25,14,39,57,0
2019,7,25,14,39,58,0
2019,7,25,14,40,0,0
2019,7,25,14,40,1,0
2019,7,25,14,40,2,0
2019,7,25,14,40,3,0
2019,7,25,14,40,4,0
2019,7,25,14,40,5,0
2019,7,25,14,40,6,0
2019,7,25,14,40,7,0
2019,7,25,14,40,8,0
2019,7,25,14,40,9,0
2019,7,25,14,40,11,0
2019,7,25,14,40,12,0
2019,7,25,14,40,13,0
2019,7,25,14,40,14,0
2019,7,25,14,40,15,0
2019,7,25,14,40,16,0
2019,7,25,14,40,17,0
2019,7,25,14,40,18,0
2019,7,25,14,40,19,0
2019,7,25,14,40,20,0
2019,7,25,14,40,21,0
2019,7,25,14,40,22,0
2019,7,25,14,40,24,0
2019,7,25,14,40,25,0
2019,7,25,14,40,26,0
2019,7,25,14,40,27,0
2019,7,25,14,40,28,0
2019,7,25,14,40,29,0
2019,7,25,14,40,30,0
2019,7,25,14,40,31,0
2019,7,25,14,40,32,0
2019,7,25,14,40,33,0
2019,7,25,14,40,34,0
2019,7,25,14,40,36,0
2019,7,25,14,40,37,0
2019,7,25,14,40,38,0
2019,7,25,14,40,39,0
2019,7,25,14,40,40,0
2019,7,25,14,40,41,0
2019,7,25,14,40,42,0
2019,7,25,14,40,44,0
2019,7,25,14,40,45,0
2019,7,25,14,40,45,0
2019,7,25,14,40,46,0
2019,7,25,14,40,47,0
2019,7,25,14,40,48,0
2019,7,25,14,40,50,0
2019,7,25,14,40,50,0
2019,7,25,14,40,51,0
2019,7,25,14,40,53,0
2019,7,25,14,40,54,0
2019,7,25,14,40,55,0
2019,7,25,14,40,56,0
2019,7,25,14,40,57,0
2019,7,25,14,40,58,0
2019,7,25,14,40,59,0
2019,7,25,14,41,0,0
2019,7,25,14,41,1,0
2019,7,25,14,41,2,0
2019,7,25,14,41,3,0
2019,7,25,14,41,4,0
2019,7,25,14,41,5,0
2019,7,25,14,41,6,0
2019,7,25,14,41,7,0
2019,7,25,14,41,8,0
2019,7,25,14,41,9,0
2019,7,25,14,41,10,0
2019,7,25,14,41,11,0
2019,7,25,14,41,12,0
2019,7,25,14,41,13,0
2019,7,25,14,41,14,0
2019,7,25,14,41,16,0
2019,7,25,14,41,17,0
2019,7,25,14,41,18,0
2019,7,25,14,41,19,0
2019,7,25,14,41,20,0
2019,7,25,14,41,21,0
2019,7,25,14,41,22,0
2019,7,25,14,41,23,0
2019,7,25,14,41,24,0
2019,7,25,14,41,25,0
2019,7,25,14,41,26,0
2019,7,25,14,41,27,0
2019,7,25,14,41,28,0
2019,7,25,14,41,29,0
2019,7,25,14,41,30,0
2019,7,25,14,41,31,0
2019,7,25,14,41,32,0
2019,7,25,14,41,33,0
2019,7,25,14,41,34,0
2019,7,25,14,41,35,0
2019,7,25,14,41,36,0
2019,7,25,14,41,37,0
2019,7,25,14,41,38,1
2019,7,25,14,41,39,1
2019,7,25,14,41,40,1
2019,7,25,14,41,41,0
2019,7,25,14,41,41,0
2019,7,25,14,41,42,0
2019,7,25,14,41,44,1
2019,7,25,14,41,44,1
2019,7,25,14,41,45,1
2019,7,25,14,41,46,0
2019,7,25,14,41,47,1
2019,7,25,14,41,48,1
2019,7,25,14,41,49,1
2019,7,25,14,41,50,1
2019,7,25,14,41,51,1
2019,7,25,14,41,52,1
2019,7,25,14,41,54,1
2019,7,25,14,41,55,1
2019,7,25,14,41,56,1
2019,7,25,14,41,57,1
2019,7,25,14,41,58,1
2019,7,25,14,41,59,1
2019,7,25,14,42,0,1
2019,7,25,14,42,1,1
2019,7,25,14,42,2,1
2019,7,25,14,42,3,1
2019,7,25,14,42,4,1
2019,7,25,14,42,5,1
2019,7,25,14,42,6,1
2019,7,25,14,42,7,1
2019,7,25,14,42,8,1
2019,7,25,14,42,9,1
2019,7,25,14,42,10,1
2019,7,25,14,42,11,1
2019,7,25,14,42,12,1
2019,7,25,14,42,13,1
2019,7,25,14,42,14,1
2019,7,25,14,42,15,1
2019,7,25,14,42,16,1
2019,7,25,14,42,17,1
2019,7,25,14,42,18,1
2019,7,25,14,42,19,1
2019,7,25,14,42,20,1
2019,7,25,14,42,21,1
2019,7,25,14,42,22,1
2019,7,25,14,42,23,1
2019,7,25,14,42,25,1
2019,7,25,14,42,26,2
2019,7,25,14,42,27,1
2019,7,25,14,42,28,1
2019,7,25,14,42,29,1
2019,7,25,14,42,30,1
2019,7,25,14,42,31,1
2019,7,25,14,42,32,1
2019,7,25,14,42,33,1
2019,7,25,14,42,34,1
2019,7,25,14,42,35,1
2019,7,25,14,42,36,1
2019,7,25,14,42,37,0
2019,7,25,14,42,38,0
2019,7,25,14,42,39,0
2019,7,25,14,42,40,0
2019,7,25,14,42,41,0
2019,7,25,14,42,42,0
2019,7,25,14,42,43,0
2019,7,25,14,42,44,0
2019,7,25,14,42,45,0
2019,7,25,14,42,45,0
2019,7,25,14,42,47,0
2019,7,25,14,42,47,0
2019,7,25,14,42,49,0
2019,7,25,14,42,50,0
2019,7,25,14,42,51,0
2019,7,25,14,42,52,0
2019,7,25,14,42,53,0
2019,7,25,14,42,54,0
2019,7,25,14,42,55,0
2019,7,25,14,42,56,0
2019,7,25,14,42,57,0
2019,7,25,14,42,58,0
2019,7,25,14,42,58,0
2019,7,25,14,42,59,0
2019,7,25,14,43,0,0
2019,7,25,14,43,2,0
2019,7,25,14,43,3,0
2019,7,25,14,43,4,0
2019,7,25,14,43,5,0
2019,7,25,14,43,6,1
2019,7,25,14,43,7,1
2019,7,25,14,43,8,1
2019,7,25,14,43,9,1
2019,7,25,14,43,10,1
2019,7,25,14,43,11,1
2019,7,25,14,43,12,1
2019,7,25,14,43,13,1
2019,7,25,14,43,14,1
2019,7,25,14,43,16,1
2019,7,25,14,43,17,1
2019,7,25,14,43,18,1
2019,7,25,14,43,21,1
2019,7,25,14,43,22,1
2019,7,25,14,43,23,1
2019,7,25,14,43,24,1
2019,7,25,14,43,25,1
2019,7,25,14,43,26,1
2019,7,25,14,43,27,1
2019,7,25,14,43,28,1
2019,7,25,14,43,29,1
2019,7,25,14,43,30,1
2019,7,25,14,43,31,1
2019,7,25,14,43,32,1
2019,7,25,14,43,34,1
2019,7,25,14,43,35,2
2019,7,25,14,43,36,2
2019,7,25,14,43,37,1
2019,7,25,14,43,38,1
2019,7,25,14,43,39,1
2019,7,25,14,43,40,1
2019,7,25,14,43,41,1
2019,7,25,14,43,42,1
2019,7,25,14,43,43,1
2019,7,25,14,43,44,1
2019,7,25,14,43,45,1
2019,7,25,14,43,46,1
2019,7,25,14,43,47,1
2019,7,25,14,43,48,1
2019,7,25,14,43,49,1
2019,7,25,14,43,50,1
2019,7,25,14,43,51,1
2019,7,25,14,43,53,1
2019,7,25,14,43,54,1
2019,7,25,14,43,55,1
2019,7,25,14,43,56,1
2019,7,25,14,43,57,1
2019,7,25,14,43,58,1
2019,7,25,14,43,59,1
2019,7,25,14,44,0,1
2019,7,25,14,44,1,1
2019,7,25,14,44,2,1
2019,7,25,14,44,3,1
2019,7,25,14,44,4,1
2019,7,25,14,44,5,1
2019,7,25,14,44,6,1
2019,7,25,14,44,7,1
2019,7,25,14,44,8,1
2019,7,25,14,44,9,1
2019,7,25,14,44,10,1
2019,7,25,14,44,11,0
2019,7,25,14,44,12,0
2019,7,25,14,44,13,0
2019,7,25,14,44,14,0
2019,7,25,14,44,15,0
2019,7,25,14,44,16,0
2019,7,25,14,44,17,0
2019,7,25,14,44,18,0
2019,7,25,14,44,19,0
2019,7,25,14,44,20,0
2019,7,25,14,44,21,0
2019,7,25,14,44,22,0
2019,7,25,14,44,23,0
2019,7,25,14,44,23,0
2019,7,25,14,44,24,0
2019,7,25,14,44,25,0
2019,7,25,14,44,26,0
2019,7,25,14,44,27,0
2019,7,25,14,44,28,0
2019,7,25,14,44,29,0
2019,7,25,14,44,30,0
2019,7,25,14,44,31,0
2019,7,25,14,44,32,0
2019,7,25,14,44,33,0
2019,7,25,14,44,34,0
2019,7,25,14,44,35,0
2019,7,25,14,44,36,0
2019,7,25,14,44,37,0
2019,7,25,14,44,38,0
2019,7,25,14,44,39,0
2019,7,25,14,44,40,0
2019,7,25,14,44,41,0
2019,7,25,14,44,41,0
2019,7,25,14,44,43,0
2019,7,25,14,44,44,0
2019,7,25,14,44,44,0
2019,7,25,14,44,45,0
2019,7,25,14,44,47,0
2019,7,25,14,44,48,0
2019,7,25,14,44,49,0
2019,7,25,14,44,50,0
2019,7,25,14,44,51,0
2019,7,25,14,44,52,0
2019,7,25,14,44,53,0
2019,7,25,14,44,54,0
